Krant	veel	zich	zou	al	door	aan	heeft	mensen	tegen	we	wat	was	er	wel	kan	maar	zo	ze	meer	ik	die	dit	ook	werd	je	volgens	deze	naar	worden	kunnen	bij	dan	jaar	uit	over	tot	geen	n	nu	hun	hebben	om	of	als	hij	moeten	niet	moet	wordt	nog
Oh Oh Cherso doet Chersonissos geen goedTue, 12 Jul 2011 07:51:00 GMT	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Britse artsen gewaarschuwd voor FacebookThu, 14 Jul 2011 00:46:00 GMT	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	2	1	0	0	1	1	1	0	0	0	0	0	1	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0
42.812 aanmeldingen Vierdaagse ondanks regenMon, 18 Jul 2011 18:19:00 GMT	1	2	0	0	0	2	0	2	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0
'Republikeinen en Democraten naderen schuldenakkoord'Mon, 18 Jul 2011 13:59:00 GMT	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	4	0	0	2	1	0	1	0	0	1	3	1	2	0	2	0
Eis: 2,5 jaar cel voor fraude WindesheimThu, 07 Jul 2011 14:18:00 GMT	0	0	0	3	0	2	2	0	1	0	0	1	1	0	0	0	0	2	0	1	2	0	0	2	0	0	2	1	0	0	1	0	1	2	0	0	0	0	0	0	1	1	1	1	3	0	3	0	0	0
Vijf kanshebbers, vijf scenario's: hoe winnen ze de Tour 2011?Mon, 18 Jul 2011 10:00:00 GMT	1	3	4	3	1	1	3	0	1	0	2	3	4	3	7	15	4	2	2	4	5	0	8	0	1	0	0	2	3	2	1	2	1	0	3	0	5	1	2	0	1	3	3	6	24	1	11	7	4	6
'Slechts' vier gewonden bij eerste stierenloop PamplonaThu, 07 Jul 2011 14:52:00 GMT	0	2	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Megacontract jaagt Boeing op kostenMon, 18 Jul 2011 02:40:00 GMT	0	1	2	1	0	2	1	0	1	3	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0
'Nederlandse kinderen kunnen wel wat discipline gebruiken'Sun, 17 Jul 2011 12:30:00 GMT	2	0	2	2	4	7	2	1	1	2	1	0	5	3	2	7	4	4	0	16	7	0	2	0	8	1	1	2	0	1	2	2	1	2	2	0	3	3	1	2	3	3	1	6	1	1	4	5	3	1
Geen boodschap aan het gezin van uw minnaarSat, 09 Jul 2011 21:00:00 GMT	2	2	0	4	2	8	3	3	1	3	2	1	7	7	5	8	2	6	3	25	7	5	5	0	3	0	3	3	2	1	4	6	2	1	0	2	10	3	2	3	4	14	7	10	6	5	21	1	2	1
Dichteres Ellen Warmond (80) overledenWed, 29 Jun 2011 10:23:00 GMT	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eerste deelnemers Vierdaagse over de finishTue, 19 Jul 2011 09:03:00 GMT	1	1	0	0	1	3	1	1	0	0	0	0	1	1	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	2	0	1	1	0	1	0	0	0
Tourfavoriet Contador kondigt aanval in Alpen aanMon, 18 Jul 2011 12:23:00 GMT	0	3	0	0	0	1	1	0	0	2	0	0	3	1	0	3	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	2	0	2	0	3	1	1	0	4
Anand verdedigt titel mogelijk in eigen huisMon, 18 Jul 2011 13:17:00 GMT	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gewapende bende valt exclusief hotel in Rio binnenMon, 18 Jul 2011 16:02:00 GMT	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	3	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1
Spoedeisende hulp in 142.300 gevallen te ver wegMon, 18 Jul 2011 18:27:00 GMT	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
Paracetamol kalmeert dementerende ouderenTue, 19 Jul 2011 03:00:00 GMT	2	0	2	1	1	2	1	3	0	1	2	0	0	0	3	3	2	3	1	0	5	1	1	0	4	0	0	0	2	3	3	2	1	0	1	3	0	1	1	3	2	2	2	4	0	1	4	0	0	1
Componist 'Time Is on My Side' overledenTue, 19 Jul 2011 02:04:00 GMT	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0
'De wereld wordt te veel versimpeld'Fri, 15 Jul 2011 21:28:00 GMT	7	4	4	4	7	4	1	4	3	1	7	0	10	5	4	13	7	10	3	15	14	1	12	2	4	0	3	6	0	1	5	5	0	10	2	3	3	1	6	2	4	8	3	20	15	1	12	0	1	3
Toch diploma-uitreiking bij ROC AlkmaarWed, 06 Jul 2011 16:08:00 GMT	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	1	1	3	0	0	3	1	0	0	1	1	1	0	0	1	2	0	0	0	0	0	3	0	0	2
Schippers beoordeelt grenzen aan medisch beroepsgeheimTue, 12 Jul 2011 16:14:00 GMT	0	0	1	1	0	7	0	1	0	0	2	2	6	0	2	4	2	2	0	3	4	1	4	0	0	3	0	2	3	2	3	2	0	1	2	0	2	0	1	1	1	2	2	2	1	3	7	3	0	0
'De herkansingscultuur heeft haar langste tijd gehad'Tue, 19 Jul 2011 08:59:00 GMT	3	4	0	1	0	2	2	0	0	0	0	1	0	0	1	1	0	0	3	0	4	0	3	1	0	0	1	1	0	1	2	2	0	0	0	4	1	0	0	2	2	3	0	3	0	0	4	0	2	3
Griekse werkloosheid iets gedaaldTue, 19 Jul 2011 09:45:00 GMT	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twee Nederlandse vrouwen in Namibië verongeluktTue, 19 Jul 2011 05:16:00 GMT	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Chavez ondanks kanker 'zeker in 2012 herkiesbaar'Tue, 19 Jul 2011 08:10:00 GMT	0	2	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	6	0	0	0	0	1
Scholen gaan vanaf 2012 geweld registrerenFri, 08 Jul 2011 15:54:00 GMT	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	2	2	0	0	1	2	2	1	0
Fanatieke fitnessers veroorzaken 'aardbeving'Tue, 19 Jul 2011 07:23:00 GMT	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1
'Shell niet schuldig, maar ook niet vrijgepleit van olievervuiling'Mon, 18 Jul 2011 20:02:00 GMT	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	1	3	1	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	0	1	0	1	0
Meer toeristen verwacht ondanks slechte weerTue, 19 Jul 2011 07:13:00 GMT	0	1	0	2	0	1	2	2	0	0	0	0	1	0	0	2	0	0	2	0	1	0	2	0	0	0	2	2	0	0	2	1	2	1	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0
PVV'er Harm Beertema stopt als StatenlidFri, 15 Jul 2011 10:30:00 GMT	1	1	0	2	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	4	4	0	1	0	0	1
Veel water drinken is helemaal niet gezondWed, 13 Jul 2011 10:16:00 GMT	2	0	0	1	2	2	0	0	0	1	0	0	5	0	5	2	2	0	0	0	1	0	1	1	6	1	1	1	1	0	0	1	0	1	1	3	5	1	0	0	0	4	1	0	0	0	1	1	2	0
Tom Schalken: Rechter sprak Wilders vrij uit angst voor politieke gevoelighedenWed, 13 Jul 2011 08:27:00 GMT	0	1	2	0	3	4	4	1	3	1	0	7	1	2	1	2	0	0	0	0	5	2	5	0	2	1	1	0	0	0	2	2	0	0	3	3	2	0	0	0	1	9	1	5	4	0	11	0	0	0
Man en vrouw vermoord in MiddelburgTue, 19 Jul 2011 04:30:00 GMT	0	0	2	0	1	2	1	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	1	0	2	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
Dekker in vier criteriumsMon, 18 Jul 2011 10:39:00 GMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'De SP blijft strijden voor een rechtvaardige samenleving'Sat, 16 Jul 2011 05:00:00 GMT	1	2	1	2	5	1	0	1	2	2	0	2	0	2	0	6	0	0	1	0	3	0	2	2	0	0	2	0	0	0	1	2	0	0	0	1	0	0	2	1	0	6	2	4	0	1	9	0	1	1
Moskou ontkomt op het nippertje aan nieuwe aanslagMon, 18 Jul 2011 13:07:00 GMT	0	1	0	0	1	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Greenpeace: Biobrandstof schadelijker dan fossiele door vernietiging oerbosTue, 19 Jul 2011 07:37:00 GMT	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	3	0	3	1	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	3	2	2
'Oprah is profeet van de antichrist'Fri, 15 Jul 2011 06:18:00 GMT	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	2	0	1	1	0	0
Culturele kaalslag als straf voor protesten BahreinThu, 14 Jul 2011 14:00:00 GMT	1	0	0	0	0	4	3	2	0	2	1	1	9	0	0	7	2	5	3	0	8	1	2	0	1	1	1	0	1	0	2	2	1	1	0	0	0	4	1	3	5	4	1	1	3	0	5	0	0	2
Vanaf volgende week boerkaverbod in BelgiëThu, 14 Jul 2011 06:08:00 GMT	0	0	0	0	0	0	2	0	1	0	0	1	2	1	1	0	2	0	0	0	2	0	2	2	2	1	0	1	1	1	1	1	0	1	4	4	0	0	0	1	0	0	0	1	0	0	2	2	2	1
Arbeiderspers en A.W. Bruna willen fuserenWed, 29 Jun 2011 12:10:00 GMT	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	2	0	0	1
Benelux-landen erkennen gezag Libische rebellenWed, 13 Jul 2011 09:29:00 GMT	0	0	0	0	1	1	1	0	3	1	0	3	2	1	1	1	0	0	1	0	3	3	3	0	0	2	0	0	1	0	0	0	0	0	2	3	2	2	0	0	3	3	1	1	1	0	2	1	1	3
60 kilo cocaïne zat in container van marechausseeFri, 15 Jul 2011 11:01:00 GMT	0	0	0	0	0	1	2	0	0	1	0	1	1	2	1	0	0	1	0	0	2	1	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	4	0	2	1	1	0	3	0	0	0
Minder mensen met de auto op vakantieMon, 11 Jul 2011 12:17:00 GMT	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	2	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Kritiek CDA-prominent Hirsch Ballin op integratienota DonnerTue, 19 Jul 2011 08:02:00 GMT	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	1	2	0
Trage student gaat extra betalenTue, 05 Jul 2011 22:02:00 GMT	2	0	0	0	0	1	1	0	1	0	0	1	3	0	0	0	0	1	1	0	1	1	3	0	0	1	1	2	0	0	0	1	1	0	3	0	1	0	0	0	2	2	1	0	1	0	2	1	0	2
Machiniste met flinke slok te veel op aan het werkMon, 18 Jul 2011 13:01:00 GMT	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Australische man laat penistattoo verwijderenThu, 14 Jul 2011 22:10:00 GMT	0	0	1	0	1	2	1	0	0	0	0	2	1	0	1	1	0	0	0	0	4	1	1	1	0	0	1	0	1	0	0	0	2	1	0	1	0	0	0	0	0	4	1	0	3	0	1	0	0	0
'Wat moet Defensie met een eigen boot op de Canal Parade?'Fri, 15 Jul 2011 13:28:00 GMT	1	2	3	1	6	12	3	0	0	0	13	4	6	3	2	10	5	21	2	20	8	12	6	0	10	4	3	4	1	1	3	1	3	7	7	1	1	3	5	0	1	15	2	3	0	0	9	0	4	4
Chinese duikers onaantastbaar op WKMon, 18 Jul 2011 07:57:00 GMT	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wel actie tegen Kadafi, en niet tegen de anderen?Tue, 19 Jul 2011 07:00:00 GMT	1	1	0	1	0	10	2	0	1	5	2	0	0	1	4	4	0	0	0	0	6	3	2	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	2	3	1	4	0	0	0	1	2	1
Medewerker PVV op non-actief wegens filmpje op internetSat, 16 Jul 2011 13:02:00 GMT	1	0	0	0	2	0	4	2	0	3	1	0	0	0	0	3	1	1	0	2	2	1	0	0	1	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	3	6	0	1	1	2	0
Radio 1 weer te beluisteren in midden van het landSun, 17 Jul 2011 09:13:00 GMT	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	5	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	2	0	1	6
Ook goud Isjtsjenko bij duettenMon, 18 Jul 2011 13:56:00 GMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noorden boekt succes met werven donorenTue, 19 Jul 2011 08:07:00 GMT	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
Held van Paraguay keert terug naar Zuid-AmerikaTue, 19 Jul 2011 05:45:00 GMT	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cisco schrapt 6.500 arbeidsplaatsenTue, 19 Jul 2011 01:29:00 GMT	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Keepers bij achterstand penalty's vaker naar rechtsFri, 15 Jul 2011 10:00:00 GMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	5	0	0	1	1	0	2	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0
PVV: Nederlandse vlag moet wapperen op scholenFri, 08 Jul 2011 13:23:00 GMT	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
Waterdrager Posthuma geniet van broers SchleckMon, 18 Jul 2011 11:44:00 GMT	2	2	0	1	1	1	1	0	1	1	3	0	4	1	0	1	0	4	0	5	2	0	5	0	2	0	2	1	0	0	4	1	0	3	3	0	1	0	0	1	0	4	1	0	1	2	2	0	0	2
Schuren met 170.000 kippen uitgebrandTue, 19 Jul 2011 06:04:00 GMT	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1
'EU is besluiteloos, dat leidt terecht tot onrust'Sun, 17 Jul 2011 06:16:00 GMT	3	1	0	1	5	6	2	0	1	2	1	1	6	0	4	2	2	1	5	3	7	0	4	0	7	2	1	1	2	1	3	2	0	1	6	1	3	0	6	1	1	2	3	9	0	5	9	7	3	1
Twitter viert alwéér vijfde verjaardagFri, 15 Jul 2011 12:35:00 GMT	0	0	0	1	0	0	1	1	0	0	0	1	2	0	1	1	2	0	0	0	0	2	1	3	0	0	1	0	2	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Als de pot met hormonen leeg raaktSun, 17 Jul 2011 08:32:00 GMT	9	3	3	5	10	12	7	1	3	0	5	7	17	7	2	14	7	28	8	21	13	5	16	1	39	4	0	9	4	5	12	9	5	5	11	2	7	2	4	9	2	6	7	18	0	0	15	3	7	12
Mubarak in coma? Welnee, hij is zelfs 'fors opgeknapt'Mon, 18 Jul 2011 14:13:00 GMT	0	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
Man gedood door grizzlybeerWed, 06 Jul 2011 23:27:00 GMT	0	3	0	0	1	1	0	0	1	0	1	0	2	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	1	0	1	1
Het is makkelijk iemand voor gek te verklarenWed, 13 Jul 2011 07:34:00 GMT	0	2	1	1	2	6	6	0	0	8	7	4	7	3	3	9	3	1	2	1	9	1	4	2	0	0	4	6	2	4	5	6	1	1	2	0	0	4	1	0	3	3	2	6	5	0	6	0	1	2
20 Oeigoerse demonstranten gedood in ChinaTue, 19 Jul 2011 05:12:00 GMT	1	0	0	0	2	0	0	2	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Gefrustreerde taxichauffeurs Athene leggen werk neer, toeristen de dupeMon, 18 Jul 2011 08:52:00 GMT	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	2	0	0	0	0	1	0	0	0
26 detectiveschrijvers maken samen thrillerMon, 04 Jul 2011 13:35:00 GMT	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	1	0	1	1	2	0	0	0	0	0	2	0	1	1	2	0	1	0	0	1
Botsing vliegtuig met bestemming Amsterdam op vliegveld BostonFri, 15 Jul 2011 08:09:00 GMT	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1
'Gevaarlijke situaties door regels frequentiebeheer'Mon, 18 Jul 2011 20:37:00 GMT	1	1	0	1	2	4	0	0	0	0	0	0	3	0	3	1	1	0	1	0	1	3	2	1	0	3	2	0	2	0	1	0	0	1	0	4	1	0	0	0	1	2	1	0	0	0	2	0	2	2
Maleisië laat cafés tijdens ramadan open, mits deurbeleid tegen moslimsSun, 17 Jul 2011 07:23:00 GMT	1	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0
Wapens zijn abnormaal, en voor iemand met psychische problemen al helemaalWed, 13 Jul 2011 06:09:00 GMT	1	1	0	0	0	3	4	2	0	1	1	5	1	2	0	3	1	2	2	0	4	2	4	0	1	0	6	0	5	3	4	3	0	0	4	1	0	1	2	1	2	2	1	2	1	1	6	2	2	0
'Niet elk intiem contact met een jongere is misbruik'Mon, 18 Jul 2011 12:11:00 GMT	0	0	0	0	0	0	4	0	2	1	2	2	0	0	0	2	4	1	1	19	2	1	1	0	0	0	0	0	2	0	2	1	5	0	1	1	2	2	1	0	1	2	2	3	1	1	6	1	1	3
De Parade in Utrecht: Vier jaar dood op zolder in een luchtig dramaTue, 19 Jul 2011 04:41:00 GMT	1	1	0	1	3	4	1	0	1	0	0	0	3	0	0	6	1	3	0	0	5	2	3	1	2	0	0	0	1	0	0	0	3	2	3	1	2	0	1	2	4	1	1	1	1	0	4	0	0	1
Boete voor traag oversteken zebrapadSat, 16 Jul 2011 15:23:00 GMT	0	0	0	0	0	1	0	0	2	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	1	0	0
Tv-recensie: Femke Halsema over TopgearMon, 18 Jul 2011 08:19:00 GMT	0	1	0	0	3	0	1	1	0	0	2	0	3	1	1	5	4	0	1	12	9	0	4	0	6	0	1	4	2	1	2	3	0	1	2	1	1	1	0	2	1	1	4	1	3	0	4	0	3	1
Bevolkingsonderzoek borstkanker: helft minder kans op overlijdenWed, 13 Jul 2011 07:31:00 GMT	2	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	2	0	2	2	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	0
Verdachte drummer uit band gezetSun, 17 Jul 2011 09:48:00 GMT	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0
'Kantines waar je dunner van wordt'Fri, 15 Jul 2011 12:29:00 GMT	1	1	3	0	2	0	2	3	3	1	1	0	4	1	0	3	2	2	0	0	9	1	2	2	3	0	2	2	3	1	1	5	5	5	0	2	0	3	1	0	1	5	3	6	3	2	7	1	2	2
VN: Shell niet schuldig aan olievervuilingMon, 18 Jul 2011 05:40:00 GMT	0	1	0	1	1	4	0	1	0	0	0	0	3	1	0	4	1	0	1	0	3	1	2	1	0	1	2	1	0	0	1	0	1	2	1	1	1	0	2	0	1	1	0	2	0	0	4	0	3	2
Marcouch: Politie moet kennis Antillianen en Marokkanen benuttenTue, 19 Jul 2011 09:21:00 GMT	0	1	0	0	0	1	0	0	1	0	1	1	3	0	1	0	0	0	1	1	4	0	0	1	0	1	2	1	1	2	3	0	0	1	2	0	1	0	0	1	0	1	0	1	1	0	3	1	0	0
Verdonk: opstappen PVV-Kamerleden is kiezersbedrogSat, 16 Jul 2011 09:38:00 GMT	0	1	0	0	0	0	2	1	0	0	0	0	2	2	2	4	0	6	0	3	4	1	0	1	1	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	1	1	2	1	0	4	0	1	0
Hitte en wateroverlast hinderen WK zwemmenTue, 19 Jul 2011 07:54:00 GMT	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	1	1	0	1	0
Willem Nijholt breekt met Willem Nijholt AcademieTue, 12 Jul 2011 09:48:00 GMT	0	0	0	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Roosmarijn Reijmer opvolgster Eric Corton bij 3voor12radioMon, 18 Jul 2011 08:16:00 GMT	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Kassa voor Hoogerland met 'rondjes om de kerk'Mon, 18 Jul 2011 12:48:00 GMT	2	0	0	5	0	4	1	0	0	2	4	1	2	1	1	2	1	1	0	0	3	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	3	3	3	3	3	1	1	2	0	0	3
Keeper voelt zich te goed voor oefenduel en verlaat clubTue, 19 Jul 2011 10:01:00 GMT	0	2	2	1	0	1	2	0	1	0	1	1	2	0	0	1	0	0	0	3	0	0	2	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	1	1	1	0	0	2	7	1	1	1	0	0
Bedevaart wordt dagje uit dankzij social mediaFri, 15 Jul 2011 16:30:00 GMT	1	2	0	1	2	0	0	0	0	0	0	0	1	2	1	1	3	3	0	1	2	0	0	2	1	2	0	2	0	0	2	2	0	2	0	0	0	2	1	3	0	1	1	0	0	0	2	0	1	0
Nederland tweede op WK robotvoetbalSun, 10 Jul 2011 14:32:00 GMT	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Frans actiejacht nadert Gazastrook tochMon, 18 Jul 2011 12:59:00 GMT	0	0	0	2	1	4	3	0	1	0	0	0	1	0	0	2	0	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
Zwemverbod Almeerderstrand opgehevenMon, 18 Jul 2011 14:51:00 GMT	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	3
Wie de euro wil redden, moet de regering aanklagenThu, 14 Jul 2011 12:13:00 GMT	2	2	3	1	2	11	3	0	1	0	0	0	6	3	4	2	1	1	2	0	4	4	2	0	0	0	2	2	8	1	1	4	0	3	2	1	5	2	2	4	0	8	5	4	0	7	8	2	2	3
